lineage,suppressed_on,days,removed,min_coverage,group
lineage_02020,2026-01-29,70.6,0,6.0,redundant
lineage_00173,2022-09-21,1296.6,0,11.0,redundant
lineage_02632,2024-04-26,713.4,0,11.0,redundant
lineage_02632,2025-07-08,275.6,0,11.0,redundant
lineage_03451,2022-03-26,1475.4,0,1.0,singleton
lineage_03451,2022-04-21,1449.6,0,1.0,singleton
lineage_03451,2022-08-16,1332.4,0,1.0,singleton
lineage_03451,2023-01-12,1183.3,0,1.0,singleton
lineage_03451,2023-10-23,899.6,0,1.0,singleton
lineage_00933,2023-02-13,1151.0,0,11.0,redundant
lineage_01489,2022-01-08,1552.4,0,4.0,redundant
lineage_01489,2022-11-08,1248.5,0,4.0,redundant
lineage_02396,2021-05-16,1789.4,0,10.0,redundant
lineage_02396,2021-10-28,1624.5,0,10.0,redundant
lineage_02396,2022-02-07,1522.3,0,10.0,redundant
lineage_02396,2022-07-06,1373.4,0,10.0,redundant
lineage_02396,2022-07-27,1352.7,0,10.0,redundant
lineage_02396,2022-10-28,515.1,1,10.0,redundant
lineage_02396,2022-11-08,504.3,1,10.0,redundant
lineage_02396,2023-01-24,427.1,1,10.0,redundant
lineage_02396,2023-03-23,369.3,1,10.0,redundant
lineage_02396,2023-11-10,137.1,1,10.0,redundant
lineage_02396,2025-12-09,121.9,0,10.0,redundant
lineage_00103,2022-09-21,1296.6,0,2.0,redundant
lineage_00103,2022-10-07,1280.1,0,2.0,redundant
lineage_00103,2025-12-09,121.9,0,2.0,redundant
lineage_02582,2022-06-17,1.2,1,6.0,redundant
lineage_02582,2022-10-13,1274.5,0,6.0,redundant
lineage_04382,2023-02-23,1141.5,0,87.0,redundant
lineage_03523,2022-06-10,1399.2,0,,untagged
lineage_03523,2025-09-22,199.6,0,,untagged
lineage_00050,2023-10-04,918.3,0,,untagged
lineage_00022,2022-02-09,1520.3,0,22.0,redundant
lineage_00022,2022-03-02,1499.4,0,22.0,redundant
lineage_00022,2025-10-17,174.9,0,22.0,redundant
lineage_01585,2022-06-06,1403.2,0,9.0,redundant
lineage_02157,2022-07-07,1372.3,0,4.0,redundant
lineage_02157,2025-10-29,162.6,0,4.0,redundant
lineage_01420,2023-05-15,1060.4,0,,untagged
lineage_01420,2025-07-08,275.6,0,,untagged
lineage_03532,2025-10-09,182.5,0,,untagged
lineage_03123,2025-10-09,182.5,0,,untagged
lineage_00392,2024-04-03,736.7,0,31.0,redundant
lineage_00392,2024-04-05,734.7,0,31.0,redundant
lineage_00392,2024-04-15,724.5,0,31.0,redundant
lineage_00392,2025-08-14,238.5,0,31.0,redundant
lineage_00392,2025-10-09,182.5,0,31.0,redundant
lineage_01812,2022-07-27,1352.7,0,32.0,redundant
lineage_01812,2022-10-07,1280.1,0,32.0,redundant
lineage_01812,2025-10-17,174.9,0,32.0,redundant
lineage_03092,2022-03-13,1488.2,0,9.0,redundant
lineage_03092,2022-03-29,1472.3,0,9.0,redundant
lineage_03092,2022-04-17,1453.7,0,9.0,redundant
lineage_03092,2022-04-19,1451.3,0,9.0,redundant
lineage_03092,2022-04-28,9.6,1,9.0,redundant
lineage_03092,2022-11-03,1253.6,0,9.0,redundant
lineage_03092,2022-11-08,1248.5,0,9.0,redundant
lineage_03092,2022-12-07,1219.5,0,9.0,redundant
lineage_03092,2023-01-18,8.2,1,9.0,redundant
lineage_03092,2023-11-06,885.4,0,9.0,redundant
lineage_02705,2026-03-31,9.3,0,3.0,redundant
lineage_04244,2023-03-29,1107.8,0,3.0,redundant
lineage_04244,2023-05-15,1060.4,0,3.0,redundant
lineage_04678,2025-05-12,332.5,0,,untagged
lineage_04678,2025-12-09,121.9,0,,untagged
lineage_00856,2020-05-18,2152.5,0,26.0,redundant
lineage_00856,2022-05-24,116.7,1,26.0,redundant
lineage_02755,2022-03-07,1494.4,0,1.0,singleton
lineage_02755,2022-03-13,1488.2,0,1.0,singleton
lineage_02755,2022-10-07,1280.2,0,1.0,singleton
lineage_02755,2022-10-07,1280.1,0,1.0,singleton
lineage_02755,2022-10-15,1272.6,0,1.0,singleton
lineage_02755,2023-11-15,876.4,0,1.0,singleton
lineage_03025,2022-09-21,1296.6,0,8.0,redundant
lineage_02133,2021-12-04,1587.6,0,,untagged
lineage_02133,2022-11-22,1235.0,0,,untagged
lineage_02306,2022-01-06,1554.2,0,44.0,redundant
lineage_02306,2022-10-18,3.0,1,44.0,redundant
lineage_02306,2023-04-03,1102.6,0,44.0,redundant
lineage_02306,2023-04-18,1087.3,0,44.0,redundant
lineage_01902,2021-11-16,1605.1,0,3.0,redundant
lineage_01902,2021-11-29,1592.6,0,3.0,redundant
lineage_01902,2022-05-02,1438.4,0,3.0,redundant
lineage_01902,2022-08-13,1335.7,0,3.0,redundant
lineage_01902,2022-09-20,1297.6,0,3.0,redundant
lineage_01902,2022-10-07,1280.4,0,3.0,redundant
lineage_01902,2022-10-24,1263.5,0,3.0,redundant
lineage_02265,2021-11-29,445.1,1,57.0,redundant
lineage_02265,2022-08-09,192.3,1,57.0,redundant
lineage_02265,2024-03-11,759.3,0,57.0,redundant
lineage_03162,2025-12-09,121.9,0,8.0,redundant
lineage_01336,2021-11-27,453.1,1,3.0,redundant
lineage_01336,2021-12-02,1.3,1,3.0,redundant
lineage_01336,2022-08-13,194.2,1,3.0,redundant
lineage_03018,2021-11-27,1594.4,0,173.0,redundant
lineage_03018,2022-02-21,1508.3,0,173.0,redundant
lineage_03018,2022-04-21,1449.6,0,173.0,redundant
lineage_03018,2023-05-31,1044.4,0,173.0,redundant
lineage_03018,2024-01-23,807.5,0,173.0,redundant
lineage_03018,2025-10-09,182.5,0,173.0,redundant
lineage_02731,2022-07-27,1352.7,0,18.0,redundant
lineage_02731,2022-10-31,1256.2,0,18.0,redundant
lineage_02185,2023-02-17,1147.3,0,18.0,redundant
lineage_02185,2023-02-17,1147.1,0,18.0,redundant
lineage_02185,2025-10-09,182.5,0,18.0,redundant
lineage_01780,2023-02-17,1147.1,0,18.0,redundant
lineage_01780,2025-10-09,182.5,0,18.0,redundant
lineage_01780,2025-12-09,121.9,0,18.0,redundant
lineage_00326,2022-02-04,1525.6,0,,untagged
lineage_00411,2022-09-21,1296.5,0,44.0,redundant
lineage_00411,2022-10-13,1274.6,0,44.0,redundant
lineage_00411,2025-10-09,182.5,0,44.0,redundant
lineage_00306,2023-05-05,1070.3,0,44.0,redundant
lineage_00306,2025-10-09,182.5,0,44.0,redundant
lineage_02981,2023-05-05,1070.3,0,44.0,redundant
lineage_02981,2025-10-09,182.5,0,44.0,redundant
lineage_03007,2024-08-07,5.1,1,44.0,redundant
lineage_04100,2022-08-15,1333.5,0,44.0,redundant
lineage_04100,2022-08-24,1325.0,0,44.0,redundant
lineage_04100,2022-09-20,1297.6,0,44.0,redundant
lineage_04100,2022-09-28,1289.6,0,44.0,redundant
lineage_04100,2022-09-29,1288.6,0,44.0,redundant
lineage_04100,2022-10-07,209.8,1,44.0,redundant
lineage_04100,2023-02-28,66.1,1,44.0,redundant
lineage_04100,2023-05-16,1059.7,0,44.0,redundant
lineage_04100,2023-05-16,1059.4,0,44.0,redundant
lineage_04100,2023-10-28,894.5,0,44.0,redundant
lineage_04100,2024-03-11,759.3,0,44.0,redundant
lineage_04100,2024-07-11,637.5,0,44.0,redundant
lineage_04100,2025-12-09,121.9,0,44.0,redundant
lineage_03145,2025-10-09,182.5,0,44.0,redundant
lineage_04395,2025-10-09,182.5,0,44.0,redundant
lineage_04362,2024-01-10,820.2,0,44.0,redundant
lineage_01638,2025-10-01,190.6,0,44.0,redundant
lineage_02859,2023-05-08,1067.0,0,44.0,redundant
lineage_01178,2023-05-15,1060.4,0,44.0,redundant
lineage_04115,2023-05-18,1057.1,0,44.0,redundant
lineage_01555,2022-08-10,236.0,1,12.0,redundant
lineage_01555,2022-09-03,212.1,1,12.0,redundant
lineage_01555,2022-09-29,186.0,1,12.0,redundant
lineage_01555,2022-10-12,172.8,1,12.0,redundant
lineage_01555,2022-12-02,121.5,1,12.0,redundant
lineage_00997,2021-12-03,1588.2,0,1.0,singleton
lineage_00997,2021-12-05,1586.6,0,1.0,singleton
lineage_00997,2022-11-01,7.7,1,1.0,singleton
lineage_00998,2025-10-09,182.5,0,16.0,redundant
lineage_02660,2021-11-23,1598.6,0,40.0,redundant
lineage_03036,2021-11-19,1602.5,0,30.0,redundant
lineage_03036,2023-08-08,975.2,0,30.0,redundant
lineage_02928,2021-11-23,1598.0,0,5.0,redundant
lineage_02928,2021-12-03,1588.3,0,5.0,redundant
lineage_02928,2022-01-02,1558.4,0,5.0,redundant
lineage_02928,2022-02-21,1508.3,0,5.0,redundant
lineage_02928,2022-09-18,1299.5,0,5.0,redundant
lineage_02928,2022-10-07,1280.1,0,5.0,redundant
lineage_00816,2024-05-31,678.5,0,8.0,redundant
lineage_04253,2024-03-13,757.4,0,17.0,redundant
lineage_01732,2021-12-07,1584.2,0,3.0,redundant
lineage_01732,2023-01-18,1177.3,0,3.0,redundant
lineage_01732,2024-03-11,759.4,0,3.0,redundant
lineage_01732,2024-03-13,757.4,0,3.0,redundant
lineage_01732,2024-07-17,631.6,0,3.0,redundant
lineage_03382,2023-04-18,1087.3,0,3.0,redundant
lineage_03382,2023-07-20,994.5,0,3.0,redundant
lineage_03382,2023-09-08,944.6,0,3.0,redundant
lineage_03382,2023-10-04,918.3,0,3.0,redundant
lineage_03382,2024-02-12,787.5,0,3.0,redundant
lineage_00338,2022-04-21,1449.8,0,7.0,redundant
lineage_03144,2020-05-14,2156.5,0,26.0,redundant
lineage_02760,2024-02-12,787.5,0,17.0,redundant
lineage_02760,2024-03-11,759.4,0,17.0,redundant
lineage_02760,2024-03-13,757.4,0,17.0,redundant
lineage_02760,2024-07-17,631.6,0,17.0,redundant
lineage_02760,2025-10-09,182.5,0,17.0,redundant
lineage_02760,2025-10-17,174.9,0,17.0,redundant
lineage_01143,2017-03-13,3314.3,0,173.0,redundant
lineage_01143,2017-03-13,1572.1,1,173.0,redundant
lineage_01143,2021-12-01,70.0,1,173.0,redundant
lineage_01143,2023-01-20,1175.6,0,173.0,redundant
lineage_01143,2024-03-13,757.4,0,173.0,redundant
lineage_03619,2022-09-21,1296.6,0,9.0,redundant
lineage_03619,2025-02-22,411.0,0,9.0,redundant
lineage_00976,2022-02-21,1508.3,0,13.0,redundant
lineage_00976,2022-11-03,1253.6,0,13.0,redundant
lineage_00976,2023-04-18,1087.3,0,13.0,redundant
lineage_00976,2023-04-20,298.1,1,13.0,redundant
lineage_00976,2024-01-23,20.0,1,13.0,redundant
lineage_02044,2023-04-18,1087.3,0,,untagged
lineage_01939,2021-12-16,1575.2,0,32.0,redundant
lineage_01939,2021-12-27,1564.2,0,32.0,redundant
lineage_01939,2022-05-02,1438.4,0,32.0,redundant
lineage_01939,2023-02-05,1159.6,0,32.0,redundant
lineage_01939,2024-03-11,759.4,0,32.0,redundant
lineage_01939,2024-03-13,757.4,0,32.0,redundant
lineage_02757,2023-09-28,924.6,0,,untagged
lineage_04082,2022-05-26,1414.2,0,48.0,redundant
lineage_01843,2019-02-23,2602.2,0,3.0,redundant
lineage_01843,2024-03-11,759.4,0,3.0,redundant
lineage_01843,2024-03-13,757.4,0,3.0,redundant
lineage_00712,2024-03-11,759.4,0,3.0,redundant
lineage_00712,2024-03-13,757.4,0,3.0,redundant
lineage_00115,2024-03-18,752.5,0,3.0,redundant
lineage_00852,2024-03-11,759.4,0,26.0,redundant
lineage_00852,2024-03-13,757.4,0,26.0,redundant
lineage_01850,2022-02-16,1513.3,0,7.0,redundant
lineage_01850,2022-09-21,1296.6,0,7.0,redundant
lineage_02006,2022-06-20,1389.5,0,5.0,redundant
lineage_02006,2022-08-09,1339.6,0,5.0,redundant
lineage_02006,2022-08-16,1332.4,0,5.0,redundant
lineage_04083,2024-03-11,759.4,0,32.0,redundant
lineage_04083,2024-03-13,757.4,0,32.0,redundant
lineage_03320,2024-03-13,757.4,0,48.0,redundant
lineage_00628,2022-12-15,1211.2,0,87.0,redundant
lineage_00628,2023-11-17,874.4,0,87.0,redundant
lineage_00628,2024-03-13,757.4,0,87.0,redundant
lineage_03976,2025-11-26,134.5,0,1.0,singleton
lineage_02351,2024-01-29,801.5,0,26.0,redundant
lineage_01374,2022-06-20,1389.5,0,26.0,redundant
lineage_02643,2022-02-16,1513.3,0,173.0,redundant
lineage_02643,2022-04-21,550.0,1,173.0,redundant
lineage_02643,2023-12-21,840.2,0,173.0,redundant
lineage_02643,2024-10-08,548.2,0,173.0,redundant
lineage_02643,2025-10-09,182.5,0,173.0,redundant
lineage_02591,2020-01-10,275.9,1,173.0,redundant
lineage_03473,2022-02-21,1508.3,0,173.0,redundant
lineage_00069,2020-03-20,2211.1,0,173.0,redundant
lineage_03227,2025-10-23,168.9,0,5.0,redundant
lineage_01447,2020-01-10,579.6,1,173.0,redundant
lineage_01447,2022-09-18,1299.5,0,173.0,redundant
lineage_01447,2022-12-13,1213.6,0,173.0,redundant
lineage_01851,2022-03-14,1487.1,0,5.0,redundant
lineage_00232,2022-02-11,1518.3,0,173.0,redundant
lineage_02466,2025-10-09,182.5,0,32.0,redundant
lineage_01571,2023-01-24,1171.6,0,4.0,redundant
lineage_02481,2019-09-06,2407.7,0,3.0,redundant
lineage_02481,2021-11-29,2.1,1,3.0,redundant
lineage_02481,2022-05-26,329.7,1,3.0,redundant
lineage_02451,2022-03-17,644.3,1,11.0,redundant
lineage_04263,2022-09-26,766.5,1,7.0,redundant
lineage_00630,2021-11-26,1595.4,0,173.0,redundant
lineage_00630,2022-02-11,321.8,1,173.0,redundant
lineage_00545,2022-11-03,1253.6,0,,untagged
lineage_00953,2022-02-11,1518.3,0,173.0,redundant
lineage_01647,2025-10-09,182.5,0,3.0,redundant
lineage_01831,2025-10-23,168.9,0,84.0,redundant
lineage_00275,2023-01-03,1192.1,0,4.0,redundant
lineage_00275,2023-01-03,1192.0,0,4.0,redundant
lineage_00477,2023-01-02,1193.0,0,2.0,redundant
lineage_00477,2023-03-24,1112.6,0,2.0,redundant
lineage_00477,2024-08-11,1.0,1,2.0,redundant
lineage_00477,2024-08-13,605.0,0,2.0,redundant
lineage_01021,2022-09-27,1290.6,0,173.0,redundant
lineage_00333,2022-05-23,428.5,1,2.0,redundant
lineage_00333,2023-01-09,197.4,1,2.0,redundant
lineage_02560,2022-02-11,1518.3,0,,untagged
lineage_02560,2022-02-16,1513.4,0,,untagged
lineage_02560,2022-02-21,1508.6,0,,untagged
lineage_02911,2022-09-09,1308.5,0,17.0,redundant
lineage_03022,2021-05-16,1789.4,0,,untagged
lineage_03022,2021-11-27,1594.5,0,,untagged
lineage_03022,2021-11-29,1592.4,0,,untagged
lineage_03022,2021-12-06,1585.5,0,,untagged
lineage_03022,2021-12-17,1574.0,0,,untagged
lineage_03022,2021-12-18,1573.8,0,,untagged
lineage_03022,2021-12-20,1571.5,0,,untagged
lineage_03022,2022-02-03,1526.1,0,,untagged
lineage_03022,2022-02-10,1519.4,0,,untagged
lineage_03022,2022-03-04,1497.3,0,,untagged
lineage_03022,2022-11-03,1253.6,0,,untagged
lineage_01162,2022-06-20,1389.4,0,57.0,redundant
lineage_01162,2022-09-29,1288.5,0,57.0,redundant
lineage_01162,2023-12-04,858.0,0,57.0,redundant
lineage_01375,2022-02-24,1505.6,0,5.0,redundant
lineage_02275,2021-11-16,5.7,1,,untagged
lineage_02275,2021-11-22,1599.5,0,,untagged
lineage_02275,2021-11-22,1599.1,0,,untagged
lineage_02275,2021-11-29,1592.4,0,,untagged
lineage_02275,2021-11-29,1592.4,0,,untagged
lineage_02275,2021-12-02,1589.4,0,,untagged
lineage_02275,2021-12-03,1.1,1,,untagged
lineage_02275,2021-12-05,1586.6,0,,untagged
lineage_02275,2021-12-10,1581.2,0,,untagged
lineage_02275,2022-01-12,1548.7,0,,untagged
lineage_02275,2022-03-18,1483.3,0,,untagged
lineage_02275,2022-06-27,1382.7,0,,untagged
lineage_02275,2022-07-06,1373.4,0,,untagged
lineage_02275,2022-09-13,1304.6,0,,untagged
lineage_02275,2022-09-29,1288.5,0,,untagged
lineage_02275,2022-10-20,1267.4,0,,untagged
lineage_02275,2022-11-01,1256.0,0,,untagged
lineage_02275,2022-11-13,72.7,1,,untagged
lineage_04652,2021-11-22,1599.5,0,57.0,redundant
lineage_04652,2021-11-22,1599.5,0,57.0,redundant
lineage_04652,2021-11-22,111.1,1,57.0,redundant
lineage_04652,2021-11-29,1.1,1,57.0,redundant
lineage_04652,2021-11-30,103.2,1,57.0,redundant
lineage_04652,2022-02-11,30.4,1,57.0,redundant
lineage_04652,2022-02-11,30.0,1,57.0,redundant
lineage_04652,2022-02-18,23.4,1,57.0,redundant
lineage_04652,2022-02-27,14.5,1,57.0,redundant
lineage_04652,2022-05-10,1430.4,0,57.0,redundant
lineage_04652,2022-06-20,1389.4,0,57.0,redundant
lineage_04652,2023-03-22,1114.2,0,57.0,redundant
lineage_04652,2023-05-18,1057.6,0,57.0,redundant
lineage_00894,2021-11-30,1591.2,0,57.0,redundant
lineage_00894,2021-12-05,1586.6,0,57.0,redundant
lineage_00894,2022-02-21,1508.3,0,57.0,redundant
lineage_00894,2022-07-01,1378.6,0,57.0,redundant
lineage_00894,2022-07-07,1372.3,0,57.0,redundant
lineage_00894,2022-08-31,1317.7,0,57.0,redundant
lineage_00894,2022-09-30,1287.2,0,57.0,redundant
lineage_00894,2022-10-20,1267.6,0,57.0,redundant
lineage_00894,2022-11-01,1256.0,0,57.0,redundant
lineage_00894,2023-03-14,1122.0,0,57.0,redundant
lineage_00894,2023-04-03,1102.6,0,57.0,redundant
lineage_00894,2023-04-25,1080.6,0,57.0,redundant
lineage_00894,2023-05-05,1070.6,0,57.0,redundant
lineage_00741,2022-07-07,1372.3,0,57.0,redundant
lineage_00741,2022-09-18,1299.5,0,57.0,redundant
lineage_00741,2022-10-07,1280.1,0,57.0,redundant
lineage_03437,2022-05-09,1431.0,0,10.0,redundant
lineage_03437,2022-05-15,1425.3,0,10.0,redundant
lineage_03437,2022-05-15,1425.3,0,10.0,redundant
lineage_03437,2022-05-15,1425.3,0,10.0,redundant
lineage_03437,2022-06-17,1392.3,0,10.0,redundant
lineage_03437,2022-06-20,1389.5,0,10.0,redundant
lineage_03437,2022-08-09,1339.6,0,10.0,redundant
lineage_03437,2022-09-18,1299.7,0,10.0,redundant
lineage_03437,2022-09-20,1297.6,0,10.0,redundant
lineage_03437,2022-09-21,1296.6,0,10.0,redundant
lineage_03437,2022-10-05,424.6,1,10.0,redundant
lineage_03437,2022-12-28,340.5,1,10.0,redundant
lineage_03437,2022-12-29,339.3,1,10.0,redundant
lineage_03437,2023-03-22,256.2,1,10.0,redundant
lineage_03437,2023-03-23,255.5,1,10.0,redundant
lineage_03437,2023-10-12,52.6,1,10.0,redundant
lineage_03437,2023-12-21,840.2,0,10.0,redundant
lineage_03163,2023-01-09,1186.0,0,,untagged
lineage_03163,2023-01-11,1184.2,0,,untagged
lineage_03163,2023-01-18,1177.3,0,,untagged
lineage_03163,2023-01-20,1175.6,0,,untagged
lineage_03163,2023-01-25,289.2,1,,untagged
lineage_03930,2022-09-21,1296.6,0,26.0,redundant
lineage_03930,2022-10-20,636.0,1,26.0,redundant
lineage_03930,2022-11-01,624.4,1,26.0,redundant
lineage_03930,2022-12-20,574.9,1,26.0,redundant
lineage_02997,2022-11-01,1256.0,0,17.0,redundant
lineage_04469,2023-06-19,1025.7,0,11.0,redundant
lineage_04543,2025-08-08,244.6,0,31.0,redundant
lineage_04120,2020-11-09,8.0,1,9.0,redundant
lineage_04120,2021-09-14,1668.3,0,9.0,redundant
lineage_00424,2023-01-13,1182.6,0,7.0,redundant
lineage_00191,2026-02-13,55.3,0,8.0,redundant
lineage_02206,2024-08-29,588.2,0,8.0,redundant
lineage_03283,2024-08-07,610.4,0,87.0,redundant
lineage_03679,2024-08-07,610.4,0,87.0,redundant
lineage_01347,2022-12-30,1196.6,0,87.0,redundant
lineage_01347,2023-11-14,877.6,0,87.0,redundant
lineage_00523,2022-02-09,393.0,1,16.0,redundant
lineage_00523,2022-03-02,372.5,1,16.0,redundant
lineage_00523,2022-07-06,246.3,1,16.0,redundant
lineage_03539,2020-02-07,589.8,1,4.0,redundant
lineage_00875,2023-11-29,862.6,0,,untagged
lineage_00800,2023-05-31,1044.4,0,21.0,redundant
lineage_01928,2021-03-05,1861.5,0,32.0,redundant
lineage_03507,2022-06-29,1380.4,0,8.0,redundant
lineage_03142,2022-07-06,405.0,1,27.0,redundant
lineage_03142,2022-10-27,292.3,1,27.0,redundant
lineage_00985,2022-12-13,1213.0,0,13.0,redundant
lineage_02882,2025-10-09,182.5,0,4.0,redundant
lineage_00394,2020-07-02,64.9,1,,untagged
lineage_02824,2022-09-21,162.5,1,1.0,singleton
lineage_01855,2022-08-28,1320.3,0,173.0,redundant
lineage_00072,2022-03-17,1484.3,0,21.0,redundant
lineage_03689,2023-01-11,1185.0,0,18.0,redundant
lineage_00168,2021-12-17,1574.0,0,27.0,redundant
lineage_00168,2022-09-29,1288.6,0,27.0,redundant
lineage_00168,2022-10-07,440.4,1,27.0,redundant
lineage_00168,2022-11-08,408.4,1,27.0,redundant
lineage_02442,2022-10-11,1276.6,0,47.0,redundant
lineage_02442,2023-04-03,1102.6,0,47.0,redundant
lineage_02923,2022-03-31,1470.6,0,1.0,singleton
lineage_00864,2019-12-17,2305.6,0,2.0,redundant
lineage_00864,2020-11-28,6.2,1,2.0,redundant
lineage_00864,2021-02-01,1893.6,0,2.0,redundant
lineage_00864,2021-07-01,1743.7,0,2.0,redundant
lineage_00864,2023-08-02,981.5,0,2.0,redundant
lineage_00560,2023-11-06,885.3,0,2.0,redundant
lineage_01327,2022-09-20,1297.6,0,48.0,redundant
lineage_01327,2023-02-21,1143.1,0,48.0,redundant
lineage_00407,2025-10-09,182.5,0,87.0,redundant
lineage_04584,2023-10-04,918.3,0,,untagged
lineage_02299,2022-04-06,1464.4,0,31.0,redundant
lineage_01445,2017-03-19,1.6,1,40.0,redundant
lineage_01445,2023-02-13,1151.0,0,40.0,redundant
lineage_02003,2022-09-21,1296.6,0,87.0,redundant
lineage_02502,2020-07-15,2094.6,0,29.0,redundant
lineage_02075,2021-09-09,1673.7,0,47.0,redundant
lineage_03067,2022-04-19,1451.4,0,,untagged
lineage_03067,2024-08-29,588.3,0,,untagged
lineage_00397,2022-11-10,1246.4,0,17.0,redundant
lineage_00397,2022-12-16,315.8,1,17.0,redundant
lineage_00397,2025-07-08,275.6,0,17.0,redundant
lineage_01351,2021-08-24,1689.5,0,2.0,redundant
lineage_01798,2022-04-21,1449.6,0,40.0,redundant
lineage_00045,2023-07-06,6.9,1,6.0,redundant
lineage_00045,2023-07-14,10.2,1,6.0,redundant
lineage_00045,2025-10-09,182.5,0,6.0,redundant
lineage_01339,2023-03-14,1122.0,0,12.0,redundant
lineage_01339,2024-06-25,653.6,0,12.0,redundant
lineage_00182,2020-10-31,1087.0,1,48.0,redundant
lineage_01849,2019-04-15,2551.7,0,44.0,redundant
lineage_01849,2022-08-13,1335.7,0,44.0,redundant
lineage_03113,2022-10-07,115.3,1,21.0,redundant
lineage_01238,2022-03-07,335.2,1,26.0,redundant
lineage_03179,2020-03-03,2228.6,0,4.0,redundant
lineage_03563,2022-02-07,379.2,1,6.0,redundant
lineage_03563,2022-10-07,137.4,1,6.0,redundant
lineage_00393,2022-03-04,1497.5,0,5.0,redundant
lineage_01900,2021-07-15,1560.7,1,57.0,redundant
lineage_01513,2022-03-06,1495.5,0,31.0,redundant
lineage_03119,2023-01-22,1173.1,0,26.0,redundant
lineage_03055,2023-01-21,1174.7,0,9.0,redundant
lineage_00372,2022-01-12,1548.4,0,,untagged
lineage_02335,2023-06-14,1030.6,0,87.0,redundant
lineage_03916,2022-09-07,1310.6,0,1.0,singleton
lineage_01419,2022-11-01,1256.0,0,7.0,redundant
lineage_01419,2022-11-12,1244.6,0,7.0,redundant
lineage_00216,2022-09-26,1291.1,0,84.0,redundant
lineage_02559,2021-11-17,1604.4,0,32.0,redundant
lineage_00233,2023-04-03,1102.6,0,87.0,redundant
lineage_00233,2023-04-11,1094.5,0,87.0,redundant
lineage_04610,2022-06-30,1379.4,0,7.0,redundant
lineage_04610,2022-07-07,1372.3,0,7.0,redundant
lineage_02802,2022-02-15,1514.3,0,7.0,redundant
lineage_03514,2022-10-28,1259.3,0,7.0,redundant
lineage_03514,2023-01-16,1179.6,0,7.0,redundant
lineage_02438,2025-10-09,182.5,0,7.0,redundant
lineage_02692,2019-11-14,2338.6,0,10.0,redundant
lineage_00261,2020-10-13,2004.7,0,13.0,redundant
lineage_03622,2022-03-08,1493.7,0,26.0,redundant
lineage_00623,2022-09-20,1297.6,0,13.0,redundant
lineage_00623,2022-09-21,1296.6,0,13.0,redundant
lineage_03477,2023-04-18,1087.1,0,19.0,redundant
lineage_01217,2023-03-02,1134.0,0,11.0,redundant
lineage_00399,2022-09-02,1315.3,0,11.0,redundant
lineage_03593,2022-02-10,1519.4,0,16.0,redundant
lineage_03593,2023-01-25,330.2,1,16.0,redundant
lineage_04323,2022-08-14,1334.2,0,16.0,redundant
lineage_04323,2025-10-09,182.5,0,16.0,redundant
lineage_04198,2023-05-31,1044.5,0,3.0,redundant
lineage_02683,2023-02-09,1155.4,0,10.0,redundant
lineage_02683,2023-02-09,1155.4,0,10.0,redundant
lineage_03906,2021-07-01,1743.7,0,22.0,redundant
lineage_03835,2022-02-23,5.1,1,16.0,redundant
lineage_01193,2020-10-07,4.9,1,173.0,redundant
lineage_01148,2018-09-03,2775.6,0,173.0,redundant
lineage_02180,2022-09-26,1291.1,0,173.0,redundant
lineage_02462,2022-02-21,1508.1,0,84.0,redundant
lineage_03756,2021-12-06,1585.1,0,84.0,redundant
lineage_02249,2022-02-10,1519.4,0,173.0,redundant
lineage_02249,2022-09-26,1291.1,0,173.0,redundant
lineage_03032,2023-11-06,885.4,0,,untagged
lineage_02167,2019-11-10,2342.3,0,173.0,redundant
lineage_02167,2022-11-08,1248.5,0,173.0,redundant
lineage_02167,2023-10-04,918.3,0,173.0,redundant
lineage_02167,2026-03-01,39.9,0,173.0,redundant
lineage_03255,2022-09-10,467.4,1,173.0,redundant
lineage_03255,2025-10-09,182.5,0,173.0,redundant
lineage_03074,2023-03-14,1122.0,0,2.0,redundant
lineage_02051,2022-07-14,1365.2,0,173.0,redundant
lineage_02051,2024-07-17,631.6,0,173.0,redundant
lineage_04472,2024-08-11,606.6,0,2.0,redundant
lineage_02511,2021-11-29,426.9,1,11.0,redundant
lineage_02511,2022-11-18,73.1,1,11.0,redundant
lineage_00593,2022-07-01,1378.3,0,87.0,redundant
lineage_00518,2020-10-06,2011.3,0,87.0,redundant
lineage_02515,2023-08-08,975.2,0,87.0,redundant
lineage_04690,2023-01-02,1193.4,0,47.0,redundant
lineage_04690,2023-01-11,1185.0,0,47.0,redundant
lineage_04690,2023-02-17,1147.1,0,47.0,redundant
lineage_04690,2025-02-22,411.0,0,47.0,redundant
lineage_04690,2025-10-09,182.5,0,47.0,redundant
lineage_00645,2025-11-23,137.4,0,13.0,redundant
lineage_02107,2023-02-13,310.8,1,1.0,singleton
lineage_02392,2024-03-15,755.1,0,76.0,redundant
lineage_01930,2024-03-15,755.1,0,76.0,redundant
lineage_03093,2025-05-26,318.6,0,2.0,redundant
lineage_02143,2023-05-26,1049.4,0,16.0,redundant
lineage_04639,2022-06-20,340.1,1,16.0,redundant
lineage_04639,2022-07-20,308.2,1,16.0,redundant
lineage_04639,2022-09-18,248.4,1,16.0,redundant
lineage_02906,2023-05-26,1049.4,0,16.0,redundant
lineage_02590,2023-02-08,1156.6,0,27.0,redundant
lineage_04059,2022-09-11,148.0,1,44.0,redundant
