lineage,date,kind,mechanism,age_days
lineage_02275,2022-10-20 15:25:23+00:00,suppression,predicate,1077
lineage_02275,2022-11-01 00:05:42+00:00,suppression,predicate,1089
lineage_02275,2022-11-13 19:26:03+00:00,suppression,predicate,1101
lineage_02275,2022-12-05 16:39:42+00:00,suppression,value,1123
lineage_02275,2023-01-19 15:49:12+00:00,suppression,predicate,1168
lineage_02275,2023-01-23 11:05:28+00:00,suppression,value,1172
lineage_02275,2023-03-22 19:31:33+00:00,suppression,value,1230
lineage_04652,2021-11-22 12:43:20+00:00,suppression,predicate,0
lineage_04652,2021-11-22 13:01:30+00:00,suppression,predicate,0
lineage_04652,2021-11-22 20:30:19+00:00,suppression,predicate,0
lineage_04652,2021-11-28 00:16:18+00:00,suppression,value,5
lineage_04652,2021-11-29 15:13:24+00:00,suppression,predicate,7
lineage_04652,2021-11-30 18:14:49+00:00,suppression,value,8
lineage_04652,2021-11-30 18:20:37+00:00,suppression,predicate,8
lineage_04652,2021-11-30 19:12:07+00:00,suppression,value,8
lineage_04652,2021-12-03 16:31:59+00:00,suppression,value,11
lineage_04652,2022-01-08 14:12:17+00:00,suppression,value,47
lineage_04652,2022-01-13 08:17:42+00:00,suppression,value,51
lineage_04652,2022-01-21 12:14:35+00:00,suppression,value,60
lineage_04652,2022-02-01 14:57:44+00:00,suppression,predicate,71
lineage_04652,2022-02-11 13:20:42+00:00,suppression,predicate,81
lineage_04652,2022-02-11 23:40:10+00:00,suppression,predicate,81
lineage_04652,2022-02-18 12:04:25+00:00,suppression,predicate,88
lineage_04652,2022-02-21 17:43:18+00:00,suppression,value,91
lineage_04652,2022-02-27 09:58:14+00:00,suppression,predicate,96
lineage_04652,2022-02-27 18:01:39+00:00,suppression,value,97
lineage_04652,2022-03-13 18:22:08+00:00,suppression,value,111
lineage_04652,2022-05-10 15:13:04+00:00,suppression,predicate,169
lineage_04652,2022-06-03 13:20:07+00:00,suppression,value,193
lineage_04652,2022-06-20 14:17:54+00:00,suppression,predicate,210
lineage_04652,2023-03-22 19:31:33+00:00,suppression,predicate,485
lineage_04652,2023-05-18 10:30:29+00:00,suppression,predicate,541
lineage_00894,2021-11-30 18:20:37+00:00,suppression,predicate,3
lineage_00894,2021-12-05 10:21:40+00:00,suppression,predicate,7
lineage_00894,2022-02-18 12:04:25+00:00,suppression,value,82
lineage_00894,2022-02-21 17:43:18+00:00,suppression,predicate,86
lineage_00894,2022-02-27 09:58:14+00:00,suppression,value,91
lineage_00894,2022-02-27 18:01:39+00:00,suppression,value,92
lineage_00894,2022-05-02 14:25:33+00:00,suppression,value,156
lineage_00894,2022-07-01 09:11:08+00:00,suppression,predicate,215
lineage_00894,2022-07-06 13:38:31+00:00,suppression,value,221
lineage_00894,2022-07-07 16:20:10+00:00,suppression,predicate,222
lineage_00894,2022-07-11 13:11:53+00:00,suppression,value,226
lineage_00894,2022-08-31 07:05:12+00:00,suppression,predicate,276
lineage_00894,2022-09-21 09:53:39+00:00,suppression,value,297
lineage_00894,2022-09-30 18:01:07+00:00,suppression,predicate,307
lineage_00894,2022-10-20 09:08:41+00:00,suppression,predicate,326
lineage_00894,2022-10-25 10:20:13+00:00,suppression,value,331
lineage_00894,2022-10-26 08:10:02+00:00,suppression,value,332
lineage_00894,2022-11-01 00:05:42+00:00,suppression,predicate,338
lineage_00894,2023-03-14 22:58:04+00:00,suppression,predicate,472
lineage_00894,2023-04-03 10:06:14+00:00,suppression,predicate,491
lineage_00894,2023-04-25 09:07:41+00:00,suppression,predicate,513
lineage_00894,2023-05-05 10:24:54+00:00,suppression,predicate,523
lineage_00894,2023-12-18 10:20:56+00:00,suppression,value,750
lineage_00741,2022-07-07 16:20:10+00:00,suppression,predicate,115
lineage_00741,2022-07-21 16:31:36+00:00,suppression,value,129
lineage_00741,2022-09-18 10:54:37+00:00,suppression,predicate,188
lineage_00741,2022-09-21 09:53:39+00:00,suppression,value,191
lineage_00741,2022-10-07 20:31:13+00:00,suppression,predicate,207
lineage_00741,2022-10-25 14:21:14+00:00,suppression,value,225
lineage_00741,2022-11-13 19:26:03+00:00,suppression,predicate,244
lineage_03437,2022-05-09 23:55:37+00:00,suppression,predicate,285
lineage_03437,2022-05-15 17:23:53+00:00,suppression,predicate,291
lineage_03437,2022-05-15 17:33:31+00:00,suppression,predicate,291
lineage_03437,2022-05-15 17:41:22+00:00,suppression,predicate,291
lineage_03437,2022-06-17 16:33:47+00:00,suppression,predicate,324
lineage_03437,2022-06-20 11:04:49+00:00,suppression,predicate,326
lineage_03437,2022-08-09 08:55:05+00:00,suppression,predicate,376
lineage_03437,2022-09-18 07:41:51+00:00,suppression,predicate,416
lineage_03437,2022-09-20 09:20:33+00:00,suppression,predicate,418
lineage_03437,2022-09-21 09:53:39+00:00,suppression,predicate,419
lineage_03437,2022-10-05 10:22:42+00:00,suppression,predicate,433
lineage_03437,2022-12-28 12:28:45+00:00,suppression,predicate,517
lineage_03437,2022-12-28 19:39:26+00:00,suppression,value,518
lineage_03437,2022-12-29 16:14:21+00:00,suppression,predicate,519
lineage_03437,2023-03-22 19:31:33+00:00,suppression,predicate,602
lineage_03437,2023-03-23 11:11:29+00:00,suppression,predicate,602
lineage_03437,2023-10-12 10:47:45+00:00,suppression,predicate,805
lineage_03437,2023-12-21 20:04:18+00:00,suppression,predicate,876
lineage_03163,2023-01-09 23:33:38+00:00,suppression,predicate,2
lineage_03163,2023-01-11 19:05:55+00:00,suppression,predicate,4
lineage_03163,2023-01-18 17:41:07+00:00,suppression,predicate,11
lineage_03163,2023-01-20 10:39:08+00:00,suppression,predicate,13
lineage_03163,2023-01-25 11:54:29+00:00,suppression,predicate,18
lineage_03930,2022-09-21 09:53:39+00:00,suppression,predicate,193
lineage_03930,2022-10-20 09:51:06+00:00,suppression,predicate,222
lineage_03930,2022-11-01 00:05:42+00:00,suppression,predicate,234
lineage_03930,2022-12-20 12:23:32+00:00,suppression,predicate,283
lineage_02997,2022-11-01 00:05:42+00:00,suppression,predicate,1033
lineage_04469,2023-06-19 07:24:18+00:00,suppression,predicate,0
lineage_04543,2025-08-08 09:16:07+00:00,suppression,predicate,797
lineage_04120,2020-11-09 09:32:56+00:00,suppression,predicate,19
lineage_04120,2021-09-14 17:27:28+00:00,suppression,predicate,328
lineage_04120,2023-10-28 10:40:22+00:00,suppression,value,1102
lineage_00424,2023-01-13 08:47:40+00:00,suppression,predicate,815
lineage_00191,2026-02-13 17:32:29+00:00,suppression,predicate,1954
lineage_02528,2023-02-17 17:46:28+00:00,suppression,value,851
lineage_02206,2024-08-29 18:30:47+00:00,suppression,predicate,1417
lineage_04264,2025-06-04 15:44:31+00:00,suppression,value,608
lineage_03283,2024-08-07 14:01:47+00:00,suppression,predicate,737
lineage_03679,2024-08-07 14:01:47+00:00,suppression,predicate,592
lineage_01347,2022-12-30 09:30:15+00:00,suppression,predicate,564
lineage_01347,2023-11-14 08:46:39+00:00,suppression,predicate,883
lineage_00523,2022-02-09 20:11:45+00:00,suppression,predicate,861
lineage_00523,2022-03-02 09:36:07+00:00,suppression,predicate,881
lineage_00523,2022-07-06 13:38:31+00:00,suppression,predicate,1008
lineage_03539,2020-02-07 14:08:40+00:00,suppression,predicate,35
lineage_00875,2023-11-29 09:34:37+00:00,suppression,predicate,222
lineage_00800,2023-05-31 15:10:24+00:00,suppression,predicate,1917
lineage_01928,2021-03-05 10:55:49+00:00,suppression,predicate,0
lineage_03507,2022-06-29 14:25:50+00:00,suppression,predicate,0
lineage_03142,2022-07-06 13:38:31+00:00,suppression,predicate,223
lineage_03142,2022-10-11 14:25:03+00:00,suppression,value,320
lineage_03142,2022-10-27 07:46:05+00:00,suppression,predicate,336
lineage_04310,2023-08-16 19:52:52+00:00,suppression,predicate,1
lineage_00985,2022-12-13 22:49:58+00:00,suppression,predicate,168
lineage_02882,2025-10-09 11:03:39+00:00,suppression,predicate,1374
lineage_00657,2022-08-04 18:36:07+00:00,suppression,value,1272
lineage_00394,2020-07-02 21:06:51+00:00,suppression,predicate,532
lineage_02824,2022-09-21 11:12:21+00:00,suppression,predicate,154
lineage_01855,2022-08-23 18:44:11+00:00,suppression,value,0
lineage_01855,2022-08-28 17:33:49+00:00,suppression,predicate,5
lineage_01855,2022-08-31 19:38:25+00:00,suppression,value,8
lineage_01855,2022-11-18 12:45:01+00:00,suppression,value,86
lineage_00072,2022-03-17 17:27:11+00:00,suppression,predicate,644
lineage_03689,2023-01-11 00:03:52+00:00,suppression,predicate,352
lineage_00168,2021-12-17 23:17:58+00:00,suppression,predicate,418
lineage_00168,2022-09-29 10:15:10+00:00,suppression,predicate,704
lineage_00168,2022-10-07 11:26:33+00:00,suppression,predicate,712
lineage_00168,2022-11-08 11:32:44+00:00,suppression,predicate,744
lineage_02442,2022-10-11 09:29:08+00:00,suppression,predicate,11
lineage_02442,2022-10-20 09:08:41+00:00,suppression,value,20
lineage_02442,2022-10-28 09:39:53+00:00,suppression,value,29
lineage_02442,2022-10-31 10:31:30+00:00,suppression,value,32
lineage_02442,2022-11-22 15:26:55+00:00,suppression,value,54
lineage_02442,2022-11-24 15:21:28+00:00,suppression,value,56
lineage_02442,2022-11-29 15:41:57+00:00,suppression,value,61
lineage_02442,2022-12-03 08:35:34+00:00,suppression,value,64
lineage_02442,2023-04-03 10:06:14+00:00,suppression,predicate,186
lineage_02442,2025-04-07 09:05:53+00:00,suppression,value,920
lineage_02923,2019-08-27 10:23:42+00:00,suppression,value,0
lineage_02923,2022-03-31 10:04:37+00:00,suppression,predicate,947
lineage_02923,2023-10-12 10:47:45+00:00,suppression,value,1507
lineage_00864,2019-12-17 10:05:43+00:00,suppression,predicate,114
lineage_00864,2019-12-17 12:45:40+00:00,suppression,value,115
lineage_00864,2020-11-28 12:01:03+00:00,suppression,predicate,462
lineage_00864,2021-02-01 10:47:23+00:00,suppression,predicate,526
lineage_00864,2021-07-01 06:33:30+00:00,suppression,predicate,676
lineage_00864,2021-11-26 13:42:21+00:00,suppression,value,825
lineage_00864,2023-08-02 11:16:10+00:00,suppression,predicate,1438
lineage_00864,2024-04-09 10:34:37+00:00,suppression,value,1689
lineage_00560,2023-11-06 16:07:33+00:00,suppression,predicate,1710
lineage_01327,2022-09-20 09:20:33+00:00,suppression,predicate,808
lineage_01327,2023-02-21 21:15:30+00:00,suppression,predicate,963
lineage_03672,2022-08-20 07:22:05+00:00,suppression,predicate,0
lineage_00407,2025-10-09 11:03:39+00:00,suppression,predicate,1816
lineage_04584,2023-10-04 17:06:57+00:00,suppression,predicate,257
lineage_01445,2017-03-19 18:46:19+00:00,suppression,predicate,0
lineage_01445,2022-09-28 14:45:22+00:00,suppression,value,2018
lineage_01445,2022-10-28 13:06:36+00:00,suppression,value,2048
lineage_01445,2023-02-13 23:51:20+00:00,suppression,predicate,2157
lineage_02003,2022-09-21 09:53:39+00:00,suppression,predicate,418
lineage_02502,2020-07-15 09:49:20+00:00,suppression,predicate,0
lineage_02502,2020-07-15 10:05:50+00:00,suppression,value,0
lineage_02502,2022-07-12 14:41:10+00:00,suppression,value,727
lineage_02075,2021-09-09 06:12:36+00:00,suppression,predicate,0
lineage_02075,2021-09-10 16:13:36+00:00,suppression,value,2
lineage_03067,2022-04-19 15:35:40+00:00,suppression,predicate,2
lineage_03067,2022-11-18 12:45:01+00:00,suppression,value,215
lineage_03067,2024-08-29 17:21:47+00:00,suppression,predicate,865
lineage_00397,2022-11-10 14:01:09+00:00,suppression,predicate,0
lineage_00397,2022-12-04 13:36:22+00:00,suppression,value,23
lineage_00397,2022-12-16 15:52:12+00:00,suppression,predicate,36
lineage_00397,2022-12-29 21:18:26+00:00,suppression,value,49
lineage_00397,2023-02-01 10:14:59+00:00,suppression,value,82
lineage_00397,2023-10-18 14:40:32+00:00,suppression,value,342
lineage_00397,2025-07-08 08:29:01+00:00,suppression,predicate,970
lineage_01351,2021-08-24 13:03:23+00:00,suppression,predicate,0
lineage_01798,2022-04-21 08:48:59+00:00,suppression,predicate,56
lineage_00045,2023-07-06 18:19:03+00:00,suppression,predicate,0
lineage_00045,2023-07-14 06:15:02+00:00,suppression,predicate,7
lineage_00045,2025-10-09 11:03:39+00:00,suppression,predicate,825
lineage_01339,2023-03-14 22:58:04+00:00,suppression,predicate,28
lineage_01339,2024-06-25 09:26:45+00:00,suppression,predicate,497
lineage_00182,2020-10-31 08:46:30+00:00,suppression,predicate,21
lineage_00182,2023-01-06 12:28:57+00:00,suppression,value,818
lineage_04586,2023-11-10 16:32:28+00:00,suppression,value,96
lineage_02475,2022-09-18 14:21:05+00:00,suppression,predicate,99
lineage_02475,2022-10-28 13:06:36+00:00,suppression,predicate,139
lineage_01849,2019-04-15 06:12:12+00:00,suppression,predicate,67
lineage_01849,2019-04-15 06:47:53+00:00,suppression,value,67
lineage_01849,2022-08-13 07:59:31+00:00,suppression,predicate,1283
lineage_03113,2022-10-07 11:26:33+00:00,suppression,predicate,101
lineage_02367,2022-09-20 09:20:33+00:00,suppression,predicate,419
lineage_01238,2022-03-07 16:11:00+00:00,suppression,predicate,89
lineage_03179,2020-03-03 10:25:02+00:00,suppression,predicate,127
lineage_03563,2022-02-07 17:10:57+00:00,suppression,predicate,826
lineage_03563,2022-10-07 11:26:33+00:00,suppression,predicate,1068
lineage_00393,2022-03-04 13:07:29+00:00,suppression,predicate,223
lineage_01900,2021-07-15 10:09:28+00:00,suppression,predicate,562
lineage_01513,2022-03-06 12:38:47+00:00,suppression,predicate,265
lineage_03119,2023-01-22 22:45:22+00:00,suppression,predicate,1821
lineage_03055,2023-01-21 07:55:04+00:00,suppression,predicate,1
lineage_03055,2023-01-21 10:26:13+00:00,suppression,value,1
lineage_00372,2022-01-12 15:35:24+00:00,suppression,predicate,25
lineage_03509,2024-07-17 09:04:05+00:00,suppression,value,694
lineage_02335,2023-06-14 09:33:58+00:00,suppression,predicate,407
lineage_03916,2022-09-07 10:02:09+00:00,suppression,predicate,421
lineage_03916,2022-12-05 11:18:14+00:00,suppression,predicate,510
lineage_01419,2022-11-01 00:05:42+00:00,suppression,predicate,743
lineage_01419,2022-11-12 08:39:25+00:00,suppression,predicate,754
lineage_01419,2023-01-09 08:46:16+00:00,suppression,value,812
lineage_00216,2022-09-26 22:17:53+00:00,suppression,predicate,1092
lineage_02559,2021-11-17 14:59:05+00:00,suppression,predicate,327
lineage_00892,2019-03-02 07:13:29+00:00,suppression,value,627
lineage_00892,2021-04-01 12:37:14+00:00,suppression,value,1389
lineage_00233,2023-04-03 10:06:14+00:00,suppression,predicate,265
lineage_02151,2022-08-04 11:12:53+00:00,suppression,value,3
lineage_02151,2022-08-10 11:54:19+00:00,suppression,value,9
lineage_02151,2023-08-07 14:09:21+00:00,suppression,value,371
lineage_04610,2022-06-30 14:40:05+00:00,suppression,predicate,75
lineage_04610,2022-07-07 16:20:10+00:00,suppression,predicate,82
lineage_02802,2022-02-15 15:40:04+00:00,suppression,predicate,30
lineage_03514,2022-10-28 16:03:47+00:00,suppression,predicate,285
lineage_03514,2023-01-16 09:28:15+00:00,suppression,predicate,364
lineage_03514,2024-12-01 22:29:17+00:00,suppression,value,1050
lineage_02438,2025-10-09 11:03:39+00:00,suppression,predicate,1076
lineage_02692,2019-11-14 09:15:18+00:00,suppression,predicate,0
lineage_00261,2020-10-13 07:23:08+00:00,suppression,predicate,2
lineage_03622,2022-03-08 07:41:53+00:00,suppression,predicate,451
lineage_00623,2022-09-20 09:20:33+00:00,suppression,predicate,255
lineage_00623,2022-09-21 09:53:39+00:00,suppression,predicate,256
lineage_03477,2023-04-18 20:50:18+00:00,suppression,predicate,0
lineage_01217,2023-03-02 23:21:25+00:00,suppression,predicate,1506
lineage_00399,2022-09-02 15:44:53+00:00,suppression,predicate,0
lineage_03593,2022-02-10 15:12:17+00:00,suppression,predicate,1046
lineage_03593,2023-01-25 15:54:11+00:00,suppression,predicate,1395
lineage_04323,2022-08-14 18:22:25+00:00,suppression,predicate,0
lineage_04323,2025-10-09 11:03:39+00:00,suppression,predicate,1151
lineage_04198,2023-05-31 11:46:13+00:00,suppression,predicate,7
lineage_02683,2023-02-09 13:20:22+00:00,suppression,predicate,104
lineage_02683,2023-02-09 13:27:12+00:00,suppression,predicate,104
lineage_03906,2021-07-01 06:33:30+00:00,suppression,predicate,813
lineage_03835,2022-02-22 08:17:33+00:00,suppression,predicate,1132
lineage_03835,2022-02-23 10:19:17+00:00,suppression,predicate,1133
lineage_01193,2020-10-07 16:52:08+00:00,suppression,predicate,0
lineage_01148,2018-09-03 10:02:42+00:00,suppression,predicate,0
lineage_02180,2022-09-26 21:52:48+00:00,suppression,predicate,125
lineage_02462,2022-02-21 21:15:47+00:00,suppression,predicate,498
lineage_03756,2021-12-06 22:02:54+00:00,suppression,predicate,417
lineage_02249,2022-02-10 15:12:17+00:00,suppression,predicate,39
lineage_02249,2022-09-26 21:52:48+00:00,suppression,predicate,267
lineage_03032,2023-11-06 13:21:23+00:00,suppression,predicate,174
lineage_02167,2019-11-10 15:43:41+00:00,suppression,predicate,17
lineage_02167,2021-05-10 10:42:59+00:00,suppression,value,563
lineage_02167,2022-11-08 11:10:20+00:00,suppression,predicate,1110
lineage_02167,2023-05-15 13:53:39+00:00,suppression,value,1299
lineage_02167,2023-10-04 17:06:57+00:00,suppression,predicate,1441
lineage_02167,2026-03-01 02:47:59+00:00,suppression,predicate,2319
lineage_03255,2022-09-10 09:53:42+00:00,suppression,predicate,312
lineage_03255,2025-10-09 11:03:39+00:00,suppression,predicate,1437
lineage_03074,2023-03-14 22:58:04+00:00,suppression,predicate,741
lineage_02051,2022-07-14 19:41:52+00:00,suppression,predicate,79
lineage_02051,2024-07-17 09:04:05+00:00,suppression,predicate,812
lineage_04472,2024-08-11 09:54:46+00:00,suppression,predicate,592
lineage_02511,2021-11-29 21:51:19+00:00,suppression,predicate,1047
lineage_02511,2022-11-18 16:35:48+00:00,suppression,predicate,1401
lineage_00593,2022-07-01 15:59:48+00:00,suppression,predicate,0
lineage_00518,2020-10-06 16:51:55+00:00,suppression,predicate,0
lineage_02515,2023-08-08 19:53:37+00:00,suppression,predicate,6
lineage_04690,2023-01-02 14:02:28+00:00,suppression,predicate,0
lineage_04690,2023-01-11 00:03:52+00:00,suppression,predicate,8
lineage_04690,2023-02-17 21:52:09+00:00,suppression,predicate,46
lineage_04690,2025-02-22 22:57:41+00:00,suppression,predicate,782
lineage_04690,2025-10-09 11:03:39+00:00,suppression,predicate,1010
lineage_00645,2025-11-23 14:51:08+00:00,suppression,predicate,1345
lineage_02107,2023-02-13 23:51:20+00:00,suppression,predicate,171
lineage_02392,2022-07-07 14:24:15+00:00,suppression,value,629
lineage_02392,2024-03-15 20:40:15+00:00,suppression,predicate,1247
lineage_01930,2022-07-07 14:24:15+00:00,suppression,value,629
lineage_01930,2024-03-15 20:40:15+00:00,suppression,predicate,1247
lineage_03093,2025-05-26 08:33:24+00:00,suppression,predicate,1069
lineage_00683,2023-05-26 13:59:30+00:00,suppression,value,1047
lineage_02143,2023-05-26 14:10:46+00:00,suppression,predicate,386
lineage_04639,2022-06-20 10:52:23+00:00,suppression,predicate,1250
lineage_04639,2022-07-06 13:38:31+00:00,suppression,value,1266
lineage_04639,2022-07-20 18:47:26+00:00,suppression,predicate,1280
lineage_04639,2022-09-18 14:21:05+00:00,suppression,predicate,1340
lineage_03707,2021-07-17 09:20:05+00:00,suppression,value,0
lineage_03707,2021-07-20 19:14:48+00:00,suppression,value,3
lineage_03707,2021-10-19 11:37:28+00:00,suppression,predicate,94
lineage_02590,2023-02-08 09:37:24+00:00,suppression,predicate,0
lineage_00756,2023-10-04 17:06:57+00:00,suppression,value,121
lineage_00569,2019-11-13 21:23:16+00:00,suppression,value,151
lineage_00569,2020-04-20 15:12:25+00:00,suppression,value,310
lineage_00569,2021-12-01 04:07:06+00:00,suppression,value,899
lineage_00569,2022-07-14 16:35:50+00:00,suppression,value,1125
lineage_00569,2022-10-17 16:58:29+00:00,suppression,value,1220
lineage_00569,2025-07-16 11:34:33+00:00,suppression,value,2223
lineage_00415,2022-07-14 16:35:50+00:00,suppression,value,902
lineage_00415,2023-01-24 15:51:37+00:00,suppression,value,1096
lineage_00415,2023-03-01 11:27:59+00:00,suppression,value,1131
lineage_00415,2023-08-24 10:50:57+00:00,suppression,value,1307
lineage_00415,2024-12-03 21:14:54+00:00,suppression,value,1775
lineage_00415,2026-02-16 11:50:13+00:00,suppression,value,2214
lineage_02189,2023-11-15 13:27:18+00:00,suppression,value,329
lineage_02189,2023-11-15 13:59:42+00:00,suppression,value,329
lineage_02189,2023-11-15 14:35:43+00:00,suppression,value,329
lineage_02189,2025-12-09 02:30:03+00:00,suppression,value,1084
lineage_01348,2019-09-06 15:33:56+00:00,suppression,value,15
lineage_01348,2021-07-03 13:18:01+00:00,suppression,value,681
lineage_01230,2019-09-26 08:50:43+00:00,suppression,value,128
lineage_04059,2022-09-11 11:13:58+00:00,suppression,predicate,1
lineage_02930,2021-04-29 16:23:14+00:00,suppression,predicate,555
lineage_02930,2022-10-31 16:38:04+00:00,suppression,predicate,1105
lineage_02930,2022-10-31 23:16:17+00:00,suppression,value,1105
lineage_02930,2022-11-14 16:08:08+00:00,suppression,value,1119
lineage_02930,2022-12-04 13:36:22+00:00,suppression,value,1139
lineage_04698,2022-05-22 19:23:25+00:00,suppression,predicate,0
lineage_04698,2022-12-16 16:09:34+00:00,suppression,value,208
lineage_04698,2022-12-22 07:41:39+00:00,suppression,value,214
lineage_02785,2022-05-25 21:30:58+00:00,suppression,predicate,28
lineage_01652,2022-07-20 10:53:24+00:00,suppression,predicate,1815
lineage_01652,2022-08-31 11:55:43+00:00,suppression,predicate,1857
lineage_01652,2022-11-22 15:21:25+00:00,suppression,predicate,1941
lineage_03332,2022-01-27 16:31:37+00:00,suppression,predicate,13
lineage_03332,2022-02-25 16:34:32+00:00,suppression,predicate,42
lineage_03332,2022-03-20 19:45:33+00:00,suppression,value,65
lineage_03332,2022-03-20 19:48:51+00:00,suppression,predicate,65
lineage_03332,2022-06-30 14:40:05+00:00,suppression,predicate,167
lineage_03332,2022-07-27 12:37:58+00:00,suppression,predicate,194
lineage_03332,2022-12-03 08:35:34+00:00,suppression,predicate,323
lineage_03332,2023-01-25 15:23:10+00:00,suppression,predicate,376
lineage_03332,2023-03-14 22:58:04+00:00,suppression,predicate,425
lineage_03332,2023-10-08 22:07:56+00:00,suppression,value,633
lineage_03332,2024-01-29 10:59:52+00:00,suppression,predicate,745
lineage_03332,2024-02-12 11:29:36+00:00,suppression,predicate,759
lineage_03332,2024-04-05 06:47:18+00:00,suppression,predicate,812
lineage_02036,2022-12-13 14:50:43+00:00,suppression,predicate,785
lineage_02036,2022-12-13 16:12:55+00:00,suppression,value,785
lineage_04163,2025-09-22 09:46:48+00:00,suppression,predicate,943
lineage_03201,2025-10-09 11:03:39+00:00,suppression,predicate,1168
lineage_01216,2024-02-12 13:45:36+00:00,suppression,predicate,797
lineage_04611,2025-10-23 03:13:09+00:00,suppression,predicate,967
lineage_04360,2022-07-28 00:41:53+00:00,suppression,predicate,131
lineage_01192,2021-08-26 12:45:24+00:00,suppression,value,952
lineage_01192,2025-11-10 12:52:54+00:00,suppression,predicate,2489
lineage_02261,2022-02-24 07:41:53+00:00,suppression,predicate,0
lineage_03903,2022-02-22 12:34:48+00:00,suppression,predicate,1
lineage_03903,2022-09-18 14:21:05+00:00,suppression,value,209
lineage_03903,2023-03-14 22:58:04+00:00,suppression,predicate,386
lineage_03903,2024-10-28 11:25:02+00:00,suppression,predicate,980
lineage_04438,2023-07-20 11:47:30+00:00,suppression,predicate,491
lineage_02805,2022-09-09 13:02:31+00:00,suppression,predicate,9
lineage_02733,2023-04-21 09:38:13+00:00,suppression,predicate,0
lineage_02733,2024-12-01 22:29:17+00:00,suppression,value,591
lineage_01364,2023-03-14 23:06:29+00:00,suppression,predicate,229
lineage_01364,2025-02-17 11:04:28+00:00,suppression,predicate,934
lineage_01091,2022-02-09 16:47:22+00:00,suppression,predicate,98
lineage_03133,2021-04-01 12:37:20+00:00,suppression,predicate,805
lineage_03133,2023-12-21 20:04:18+00:00,suppression,value,1799
lineage_02915,2023-10-08 22:07:56+00:00,suppression,predicate,68
lineage_02915,2023-10-17 15:01:34+00:00,suppression,predicate,76
lineage_02915,2023-11-15 13:27:18+00:00,suppression,predicate,105
lineage_02915,2023-11-15 13:59:42+00:00,suppression,predicate,105
lineage_02915,2023-11-15 14:35:43+00:00,suppression,predicate,105
lineage_02915,2024-01-10 19:14:20+00:00,suppression,predicate,161
lineage_03900,2024-08-29 17:21:47+00:00,suppression,predicate,820
lineage_00750,2021-11-30 09:36:12+00:00,suppression,predicate,768
lineage_00750,2022-12-22 07:49:14+00:00,suppression,value,1155
lineage_03602,2024-07-17 09:04:05+00:00,suppression,predicate,583
lineage_02623,2024-08-29 12:43:32+00:00,suppression,predicate,740
lineage_02871,2023-06-11 22:23:04+00:00,suppression,predicate,2
lineage_03638,2023-03-22 19:31:33+00:00,suppression,predicate,286
lineage_02529,2021-10-24 07:08:20+00:00,suppression,predicate,1
lineage_02547,2020-10-10 10:19:02+00:00,suppression,predicate,2
lineage_02547,2020-10-26 14:45:13+00:00,suppression,predicate,18
lineage_00503,2021-12-09 15:16:52+00:00,suppression,predicate,418
lineage_00503,2021-12-16 08:50:28+00:00,suppression,predicate,425
lineage_00503,2022-02-18 11:53:17+00:00,suppression,predicate,489
lineage_00503,2022-08-26 15:29:49+00:00,suppression,predicate,678
lineage_00503,2023-04-03 10:06:14+00:00,suppression,predicate,898
lineage_02926,2023-09-07 09:42:15+00:00,suppression,predicate,238
lineage_02926,2025-10-09 11:03:39+00:00,suppression,predicate,1001
lineage_00298,2021-09-01 12:48:32+00:00,suppression,predicate,312
lineage_00298,2023-01-25 15:23:10+00:00,suppression,predicate,823
lineage_00298,2023-11-15 13:59:17+00:00,suppression,predicate,1117
lineage_00298,2023-11-15 14:34:51+00:00,suppression,predicate,1117
lineage_00298,2023-12-21 20:04:18+00:00,suppression,predicate,1153
lineage_00337,2022-04-08 14:32:46+00:00,suppression,predicate,3
lineage_03926,2025-10-09 11:03:39+00:00,suppression,predicate,499
lineage_00382,2022-02-02 11:25:55+00:00,suppression,predicate,98
lineage_00382,2022-02-22 10:16:31+00:00,suppression,predicate,118
lineage_00382,2022-09-21 00:20:19+00:00,suppression,value,329
lineage_01761,2023-09-07 09:42:15+00:00,suppression,value,1422
lineage_00215,2025-10-09 11:03:39+00:00,suppression,predicate,1924
lineage_01998,2022-09-05 21:01:42+00:00,suppression,predicate,314
lineage_04225,2022-11-13 19:26:03+00:00,suppression,predicate,20
lineage_01872,2022-12-07 10:52:38+00:00,suppression,predicate,0
lineage_01872,2022-12-28 16:44:25+00:00,suppression,predicate,22
lineage_01872,2022-12-28 17:42:12+00:00,suppression,predicate,22
lineage_01872,2023-01-02 23:16:32+00:00,suppression,predicate,27
lineage_01872,2023-01-03 22:04:52+00:00,suppression,predicate,28
lineage_01872,2023-01-03 23:46:54+00:00,suppression,predicate,28
lineage_01872,2023-01-04 09:28:50+00:00,suppression,predicate,28
lineage_01872,2023-01-04 17:42:16+00:00,suppression,predicate,29
lineage_01872,2023-01-10 14:11:40+00:00,suppression,predicate,35
lineage_01872,2023-01-11 19:05:55+00:00,suppression,predicate,36
lineage_01872,2023-01-18 19:16:34+00:00,suppression,predicate,43
lineage_01872,2023-01-24 09:30:43+00:00,suppression,predicate,48
lineage_01872,2023-03-14 22:58:04+00:00,suppression,predicate,98
lineage_01872,2023-03-21 15:32:46+00:00,suppression,predicate,105
lineage_01872,2023-04-20 07:48:47+00:00,suppression,predicate,134
lineage_01872,2023-07-05 08:37:17+00:00,suppression,predicate,210
